"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Yard Line (Distance from Off. EZ)","Box Scores"
"","-1.07","GB","DET","2","2021-09-20","3","1:46","1","10","(1:46) 33-A.Jones right end to DET 9 for 2 yards (27-B.Price). PENALTY on GB-70-R.Newman, Offensive Holding, 10 yards, enforced at DET 11 - No Play.","11.00","Box Score"
"","-1.09","NYG","DAL","15","2021-12-19","3","13:26","1","10","(13:26) 26-S.Barkley up the middle to DAL 20 for no gain (26-J.Lewis; 27-J.Kearse). PENALTY on NYG-80-K.Rudolph, Offensive Holding, 10 yards, enforced at DAL 20 - No Play.","20.00","Box Score"
"","-1.10","SF","ARI","9","2021-11-07","4","9:25","1","10","(9:25) (No Huddle, Shotgun) 10-J.Garoppolo pass incomplete short right to 6-M.Sanu. PENALTY on SF-6-M.Sanu, Offensive Pass Interference, 10 yards, enforced at ARI 10 - No Play.","10.00","Box Score"
"","-1.10","NYJ","NE","7","2021-10-24","2","11:51","2","1","(11:51) 70-C.Edoga reported in as eligible.  25-T.Johnson left guard for 1 yard, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NYJ-86-R.Griffin, False Start, 5 yards, enforced at NE 1 - No Play.","1.00","Box Score"
"","-1.11","CIN","KC","17","2022-01-02","4","4:13","1","10","(4:13) (Shotgun) 28-J.Mixon right end to KC 23 for 1 yard (27-R.Fenton). PENALTY on CIN-89-D.Sample, Offensive Holding, 10 yards, enforced at KC 24 - No Play.","24.00","Box Score"
"","-1.11","MIA","JAX","6","2021-10-17","1","0:47","1","10","(:47) (Shotgun) 26-S.Ahmed up the middle to JAX 1 for 9 yards (42-A.Wingard, 50-S.Quarterman). PENALTY on MIA-82-C.Carter, Offensive Holding, 10 yards, enforced at JAX 10 - No Play.","10.00","Box Score"
"","-1.11","CHI","SF","8","2021-10-31","1","7:33","1","10","(7:33) (No Huddle) 24-K.Herbert right guard pushed ob at SF 14 for 9 yards (4-E.Moseley). PENALTY on CHI-68-J.Daniels, Offensive Holding, 10 yards, enforced at SF 21.","23.00","Box Score"
"","-1.11","DET","CLE","11","2021-11-21","1","6:47","1","10","(6:47) (Shotgun) 12-T.Boyle pass short right to 14-A.St. Brown to CLE 7 for 13 yards (94-P.Gustin). PENALTY on DET-8-J.Reynolds, Offensive Pass Interference, 10 yards, enforced at CLE 20 - No Play.","20.00","Box Score"
"","-1.12","DEN","KC","13","2021-12-05","2","15:00","1","10","(15:00) (Shotgun) 5-T.Bridgewater pass short left to 10-J.Jeudy to KC 14 for no gain (38-L.Sneed). PENALTY on DEN-14-C.Sutton, Offensive Pass Interference, 10 yards, enforced at KC 14 - No Play. Penalty on DEN-14-C.Sutton, Offensive Holding, declined.","14.00","Box Score"
"","-1.12","ARI","MIN","2","2021-09-19","2","3:49","2","2","(3:49) (Shotgun) 1-K.Murray pass short middle to 4-R.Moore to MIN 1 for 4 yards (21-B.Breeland). FUMBLES (21-B.Breeland), RECOVERED by MIN-59-N.Vigil at MIN 2. 59-N.Vigil ran ob at MIN 2 for no gain. Penalty on ARI-18-A.Green, Offensive Holding, declined. The Replay Official reviewed the loose ball recovery ruling, and the play was REVERSED. (Shotgun) 1-K.Murray pass short middle to 4-R.Moore to MIN 1 for 4 yards (21-B.Breeland). FUMBLES (21-B.Breeland), ball out of bounds at MIN 2. PENALTY on ARI-18-A.Green, Offensive Holding, 10 yards, enforced at MIN 2.","5.00","Box Score"
"","-1.12","PHI","ATL","1","2021-09-12","4","5:39","1","10","(5:39) (Shotgun) 1-J.Hurts scrambles left tackle to ATL 11 for 11 yards (39-T.Green). PENALTY on PHI-65-L.Johnson, Offensive Holding, 10 yards, enforced at ATL 22 - No Play.","22.00","Box Score"
"","-1.13","CAR","NO","2","2021-09-19","2","14:25","2","10","(14:25) (Shotgun) 14-S.Darnold pass short left to 2-Dj.Moore to NO 9 for 8 yards (43-M.Williams). PENALTY on CAR-75-C.Erving, Offensive Holding, 10 yards, enforced at NO 17 - No Play.","17.00","Box Score"
"","-1.13","CAR","ATL","8","2021-10-31","4","6:35","2","1","(6:35) PENALTY on CAR, Delay of Game, 5 yards, enforced at ATL 1 - No Play.","1.00","Box Score"
"","-1.13","BUF","NO","12","2021-11-25","2","0:22","2","1","(:22) 17-J.Allen pass short right to 88-D.Knox for 7 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BUF-65-I.Boettger, Ineligible Downfield Pass, 5 yards, enforced at NO 7 - No Play.","7.00","Box Score"
"","-1.13","CHI","GB","6","2021-10-17","4","10:57","1","10","(10:57) 24-K.Herbert left tackle for 16 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on CHI-67-S.Mustipher, Offensive Holding, 10 yards, enforced at GB 16 - No Play.","16.00","Box Score"
"","-1.13","DEN","KC","13","2021-12-05","4","6:54","1","10","(6:54) (No Huddle, Shotgun) 5-T.Bridgewater pass incomplete short right to 85-A.Okwuegbunam. PENALTY on DEN-85-A.Okwuegbunam, Offensive Pass Interference, 10 yards, enforced at KC 16 - No Play.","16.00","Box Score"
"","-1.14","CLE","LV","15","2021-12-20","4","6:01","1","10","(6:01) 24-N.Chubb right tackle for 11 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on CLE-77-W.Teller, Offensive Holding, 10 yards, enforced at LV 11 - No Play.","11.00","Box Score"
"","-1.14","NE","IND","15","2021-12-18","3","1:13","1","10","(1:13) (Shotgun) 81-J.Smith right end pushed ob at IND 1 for 11 yards (53-D.Leonard). PENALTY on NE-16-J.Meyers, Offensive Holding, 10 yards, enforced at IND 10.","12.00","Box Score"
"","-1.15","DEN","PHI","10","2021-11-14","3","6:02","2","10","(6:02) (Shotgun) 33-J.Williams right tackle to PHI 4 for 7 yards (96-D.Barnett; 23-R.McLeod). PENALTY on DEN-85-A.Okwuegbunam, Illegal Block Above the Waist, 9 yards, enforced at PHI 11 - No Play.","11.00","Box Score"
"","-1.15","NE","CLE","10","2021-11-14","2","0:42","1","10","(:42) (Shotgun) 10-M.Jones pass short left to 85-H.Henry ran ob at CLE 5 for 11 yards. PENALTY on NE-76-I.Wynn, Illegal Use of Hands, 10 yards, enforced at CLE 16 - No Play.","16.00","Box Score"
"","-1.16","DET","SEA","17","2022-01-02","3","5:50","2","8","(5:50) 30-J.Williams right end to SEA 3 for 5 yards (6-Q.Diggs). PENALTY on DET-58-P.Sewell, Offensive Holding, 10 yards, enforced at SEA 8 - No Play.","8.00","Box Score"
"","-1.17","DET","GB","18","2022-01-09","4","1:13","1","10","(1:13) (Shotgun) 30-J.Williams up the middle to GB 12 for 3 yards (51-K.Barnes). PENALTY on DET-78-T.Kraemer, Offensive Holding, 10 yards, enforced at GB 15 - No Play.","15.00","Box Score"
"","-1.17","LA","SF","10","2021-11-15","4","6:15","3","7","(6:15) (Shotgun) 9-M.Stafford left end to SF 6 for 1 yard. 9-M.Stafford pass incomplete short left to 12-V.Jefferson. PENALTY on LA-9-M.Stafford, Illegal Forward Pass, 5 yards, enforced at SF 6.","7.00","Box Score"
"","-1.17","GB","SF","3","2021-09-26","1","12:00","2","14","(12:00) (Shotgun) 12-Aa.Rodgers scrambles left end to SF 14 for 5 yards (26-J.Norman). PENALTY on GB-73-Y.Nijman, Face Mask (15 Yards), 15 yards, enforced at SF 19 - No Play.","19.00","Box Score"
"","-1.18","LV","MIA","3","2021-09-26","3","8:33","2","9","(8:33) (Shotgun) 4-D.Carr pass short right to 87-F.Moreau pushed ob at MIA 1 for 11 yards (21-E.Rowe). PENALTY on LV-87-F.Moreau, Offensive Pass Interference, 10 yards, enforced at MIA 12 - No Play.","12.00","Box Score"
"","-1.18","LA","CHI","1","2021-09-12","4","5:53","1","10","(5:53) 27-D.Henderson right end to CHI 19 for 2 yards (96-A.Hicks; 44-A.Ogletree). PENALTY on LA-82-J.Mundt, Offensive Holding, 10 yards, enforced at CHI 21 - No Play.","21.00","Box Score"
"","-1.19","PHI","NO","11","2021-11-21","2","5:28","1","10","(5:28) (No Huddle, Shotgun) 1-J.Hurts pass short right to 88-D.Goedert for 13 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-6-D.Smith, Offensive Pass Interference, 10 yards, enforced at NO 13 - No Play. Penalty on PHI-63-J.Driscoll, Ineligible Downfield Pass, declined.","13.00","Box Score"
"","-1.19","PIT","SEA","6","2021-10-17","3","7:36","2","10","(7:36) (Shotgun) 7-B.Roethlisberger pass short right to 18-D.Johnson pushed ob at SEA 20 for -3 yards (27-M.Blair). PENALTY on PIT-11-C.Claypool, Illegal Block Above the Waist, 10 yards, enforced at SEA 17 - No Play. Penalty on PIT-76-C.Okorafor, Illegal Block Above the Waist, declined.","17.00","Box Score"
"","-1.19","CHI","SEA","16","2021-12-26","2","13:40","1","10","(13:40) 64-A.Bars reported in as eligible.  32-D.Montgomery right end to SEA 12 for 3 yards (23-S.Jones; 56-J.Brooks). PENALTY on CHI-81-J.Holtz, Offensive Holding, 10 yards, enforced at SEA 15 - No Play.","15.00","Box Score"
"","-1.19","TB","NO","8","2021-10-31","1","9:24","1","10","(9:24) (Shotgun) 12-T.Brady pass incomplete short left to 80-O.Howard. PENALTY on TB-76-D.Smith, Offensive Holding, 10 yards, enforced at NO 15 - No Play.","15.00","Box Score"
"","-1.19","SEA","LA","5","2021-10-07","2","0:16","2","1","(:16) (Shotgun) 3-R.Wilson pass short middle to 16-T.Lockett for 15 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on SEA-76-D.Brown, Offensive Holding, 10 yards, enforced at LA 15 - No Play.","15.00","Box Score"
"","-1.19","DAL","PHI","3","2021-09-27","2","8:54","1","9","(8:54) (No Huddle) 21-E.Elliott left tackle to PHI 3 for 6 yards (29-A.Maddox; 3-S.Nelson). PENALTY on DAL-52-C.Williams, Offensive Holding, 10 yards, enforced at PHI 9 - No Play.","9.00","Box Score"
"","-1.20","TEN","PIT","15","2021-12-19","2","3:24","1","10","(3:24) 17-R.Tannehill pass incomplete deep left to 87-G.Swaim. PENALTY on TEN-77-T.Lewan, Offensive Holding, 10 yards, enforced at PIT 18 - No Play.","18.00","Box Score"
"","-1.20","PHI","KC","4","2021-10-03","1","3:03","1","8","(3:03) (Shotgun) 1-J.Hurts scrambles left end pushed ob at KC 2 for 6 yards (54-N.Bolton). PENALTY on PHI-77-A.Dillard, Offensive Holding, 10 yards, enforced at KC 8 - No Play.","8.00","Box Score"
"","-1.20","LAC","KC","3","2021-09-26","4","2:35","2","1","(2:35) 10-J.Herbert pass short right to 40-G.Nabers for 1 yard, TOUCHDOWN NULLIFIED by Penalty. PENALTY on LAC-87-J.Cook, Illegal Shift, 5 yards, enforced at KC 1 - No Play.","1.00","Box Score"
"","-1.21","KC","LAC","3","2021-09-26","3","5:19","1","10","(5:19) (Shotgun) 15-P.Mahomes scrambles right end to LAC 2 for 18 yards (92-J.Gaziano). FUMBLES (92-J.Gaziano), and recovers at LAC 2. 15-P.Mahomes to LAC 2 for no gain (92-J.Gaziano). PENALTY on KC-67-L.Niang, Illegal Use of Hands, 10 yards, enforced at LAC 20 - No Play.","20.00","Box Score"
"","-1.21","KC","LV","10","2021-11-14","3","3:03","1","10","(3:03) 31-Da.Williams right tackle to LV 20 for -3 yards (39-N.Hobbs, 77-Q.Jefferson). PENALTY on KC-77-A.Wylie, Offensive Holding, 10 yards, enforced at LV 17 - No Play.","17.00","Box Score"
"","-1.21","LV","DAL","12","2021-11-25","4","9:28","2","6","(9:28) 28-J.Jacobs up the middle to DAL 10 for 1 yard (55-L.Vander Esch; 11-M.Parsons). PENALTY on LV-87-F.Moreau, Offensive Holding, 10 yards, enforced at DAL 11 - No Play.","11.00","Box Score"
"","-1.21","IND","MIA","4","2021-10-03","4","8:33","1","8","(8:33) (Shotgun) 2-C.Wentz pass incomplete short left to 21-N.Hines. PENALTY on IND-11-M.Pittman, Offensive Pass Interference, 10 yards, enforced at MIA 8 - No Play.","8.00","Box Score"
"","-1.21","LV","KC","10","2021-11-14","4","2:45","2","10","(2:45) (Shotgun) 4-D.Carr pass short middle to 83-D.Waller for 10 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on LV-75-B.Parker, Offensive Holding, 10 yards, enforced at KC 10 - No Play.","10.00","Box Score"
"","-1.22","LA","ARI","14","2021-12-13","4","10:24","2","5","(10:24) (No Huddle, Shotgun) 9-M.Stafford pass incomplete deep right to 12-V.Jefferson. PENALTY on LA-12-V.Jefferson, Offensive Pass Interference, 10 yards, enforced at ARI 19 - No Play.","19.00","Box Score"
"","-1.22","JAX","HOU","15","2021-12-19","3","6:46","1","10","(6:46) (Shotgun) 16-T.Lawrence pass short left to 18-L.Treadwell to HOU 18 for 4 yards (43-N.Hewitt). PENALTY on JAX-80-J.O'Shaughnessy, Offensive Pass Interference, 10 yards, enforced at HOU 22 - No Play.","22.00","Box Score"
"","-1.22","CIN","BAL","16","2021-12-26","3","2:39","1","10","(2:39) 28-J.Mixon right end to BAL 17 for -2 yards (54-T.Bowser, 29-D.Worley). PENALTY on CIN-66-T.Hopkins, Offensive Holding, 10 yards, enforced at BAL 15 - No Play.","15.00","Box Score"
"","-1.23","CIN","PIT","3","2021-09-26","3","10:06","2","7","(10:06) 28-J.Mixon right guard to PIT 11 for 9 yards (8-M.Ingram). PENALTY on CIN-66-T.Hopkins, Offensive Holding, 10 yards, enforced at PIT 20 - No Play.","20.00","Box Score"
"","-1.23","BUF","TEN","6","2021-10-18","2","13:06","1","5","(13:06) 88-D.Knox left end for 5 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BUF-1-E.Sanders, Offensive Holding, 10 yards, enforced at TEN 5 - No Play.","5.00","Box Score"
"","-1.23","LV","BAL","1","2021-09-13","4","3:58","1","10","(3:58) 28-J.Jacobs right end to BAL 11 for -1 yards (44-M.Humphrey). PENALTY on LV-70-A.Leatherwood, Offensive Holding, 10 yards, enforced at BAL 10 - No Play.","10.00","Box Score"
"","-1.24","IND","ARI","16","2021-12-25","2","0:47","1","10","(:47) (Shotgun) 2-C.Wentz scrambles up the middle to ARI 1 for 12 yards (3-B.Baker). PENALTY on IND-69-M.Pryor, Offensive Holding, 10 yards, enforced at ARI 13 - No Play.","13.00","Box Score"
